title,url,content,categories,date_scraped
Selma to Montgomery marches,https://en.wikipedia.org/wiki/Selma_to_Montgomery_marches,,Selma to Montgomery marches | 1965 in Alabama | 1965 in the United States | 1965 protests | African-American history of Alabama,2025-06-22 19:39:23
Little Rock Nine,https://en.wikipedia.org/wiki/Little_Rock_Nine,"The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in . Their enrollment was followed by the Little Rock Crisis, in which the students were initially prevented from entering the racially segregated school by Orval Faubus, the Governor of Arkansas. They then attended after the intervention of President Dwight D. Eisenhower.","Little Rock Nine | African-American history in Little Rock, Arkansas | Civil rights movement | Congressional Gold Medal recipients | History of Little Rock, Arkansas",2025-06-22 19:39:23
Harriet Tubman,https://en.wikipedia.org/wiki/Harriet_Tubman,"Harriet Tubman (born Araminta Ross, c. March  – March , ) was an American abolitionist and social activist. After escaping slavery, Tubman made some  missions to rescue approximately  enslaved people, including her family and friends, using the network of antislavery activists and safe houses known collectively as the Underground Railroad. During the American Civil War, she served as an armed scout and spy for the Union Army. In her later years, Tubman was an activist in the movement for women's suffrage. Born into slavery in Dorchester County, Maryland, Tubman was beaten and whipped by enslavers as a child. Early in life, she suffered a traumatic head wound when an irate overseer threw a heavy metal weight, intending to hit another slave, but hit her instead. The injury caused dizziness, pain, and spells of hypersomnia, which occurred throughout her life. After her injury, Tubman began experiencing strange visions and vivid dreams, which she ascribed to premonitions from God. These experiences, combined with her Methodist upbringing, led her to become devoutly religious. In , Tubman escaped to Philadelphia, only to return to Maryland to rescue her family soon after. Slowly, one group at a time, she brought relatives with her out of the state, and eventually guided dozens of other enslaved people to freedom. Tubman (or ""Moses"", as she was called) travelled by night and in extreme secrecy, and later said she ""never lost a passenger"". After the Fugitive Slave Act of  was passed, she helped guide escapees farther north into British North America (Canada), and helped newly freed people find work. Tubman met John Brown in , and helped him plan and recruit supporters for his  raid on Harpers Ferry. When the Civil War began, Tubman worked for the Union Army, first as a cook and nurse, and then as an armed scout and spy. For her guidance of the raid at Combahee Ferry, which liberated more than  enslaved people, she is widely credited as the first woman to lead an armed mili",Harriet Tubman | 1822 births | 1913 deaths | 19th-century African-American people | 19th-century African-American women,2025-06-22 19:39:25
Frederick Douglass,https://en.wikipedia.org/wiki/Frederick_Douglass,"Frederick Douglass (born Frederick Augustus Washington Bailey, c. February , a – February , ) was an American social reformer, abolitionist, orator, writer, and statesman. He was the most important leader of the movement for African-American civil rights in the th century. After escaping from slavery in Maryland in , Douglass became a national leader of the abolitionist movement in Massachusetts and New York and gained fame for his oratory and incisive antislavery writings. Accordingly, he was described by abolitionists in his time as a living counterexample to claims by supporters of slavery that enslaved people lacked the intellectual capacity to function as independent American citizens. Northerners at the time found it hard to believe that such a great orator had once been enslaved. It was in response to this disbelief that Douglass wrote his first autobiography. Douglass wrote three autobiographies, describing his experiences as an enslaved person in his Narrative of the Life of Frederick Douglass, an American Slave (), which became a bestseller and was influential in promoting the cause of abolition, as was his second book, My Bondage and My Freedom (). Following the Civil War, Douglass was an active campaigner for the rights of freed slaves and wrote his last autobiography, Life and Times of Frederick Douglass. First published in  and revised in , three years before his death, the book covers his life up to those dates. Douglass also actively supported women's suffrage, and he held several public offices. Without his knowledge or consent, Douglass became the first African American nominated for vice president of the United States, as the running mate of Victoria Woodhull on the Equal Rights Party ticket. Douglass believed in dialogue and in making alliances across racial and ideological divides, as well as, after breaking with William Lloyd Garrison, in the anti-slavery interpretation of the U.S. Constitution. When radical abolitionists, under the motto ""No U",Frederick Douglass | 1810s births | 1872 United States vice-presidential candidates | 1895 deaths | 19th-century African-American businesspeople,2025-06-22 19:39:26
Sojourner Truth,https://en.wikipedia.org/wiki/Sojourner_Truth,"Sojourner Truth (/soʊˈdʒɜːrnər, ˈsoʊdʒɜːrnər/; born Isabella Bomefree; c.  – November , ) was an American abolitionist and activist for African-American civil rights, women's rights, and alcohol temperance. Truth was born into slavery in Swartekill, New York, but escaped with her infant daughter to freedom in . After going to court to recover her son in , she became the first black woman to win such a case against a white man. She gave herself the name Sojourner Truth in  after she became convinced that God had called her to leave the city and go into the countryside ""testifying to the hope that was in her."" Her best-known speech was delivered extemporaneously, in , at the Ohio Women's Convention in Akron, Ohio. The speech became widely known during the Civil War by the title ""Ain't I a Woman?"", a variation of the original speech that was published in  as being spoken in a stereotypical Black dialect, then more commonly spoken in the South. Sojourner Truth, however, grew up speaking Dutch as her first language. During the Civil War, Truth helped recruit black troops for the Union Army; after the war, she tried unsuccessfully to secure land grants from the federal government for formerly enslaved people (summarized as the promise of ""forty acres and a mule""). She continued to fight on behalf of women and African Americans until her death. As her biographer Nell Irvin Painter wrote, ""At a time when most Americans thought of slaves as male and women as white, Truth embodied a fact that still bears repeating: Among the blacks are women; among the women, there are blacks."" A memorial bust of Truth was unveiled in  in Emancipation Hall in the U.S. Capitol Visitor Center. She is the first African American woman to have a statue in the Capitol building. In , Truth was included in Smithsonian magazine's list of the "" Most Significant Americans of All Time"".",Sojourner Truth | 1797 births | 1883 deaths | 19th-century African-American people | 19th-century African-American women,2025-06-22 19:39:27
W. E. B. Du Bois,https://en.wikipedia.org/wiki/W._E._B._Du_Bois,"William Edward Burghardt Du Bois (/duːˈbɔɪs/ doo-BOYSS; February ,  – August , ) was an American sociologist, socialist, historian, and Pan-Africanist civil rights activist. Born in Great Barrington, Massachusetts, Du Bois grew up in a relatively tolerant and integrated community. After completing graduate work at Harvard University, where he was the first African American to earn a doctorate, Du Bois rose to national prominence as a leader of the Niagara Movement, a group of black civil rights activists seeking equal rights. Du Bois and his supporters opposed the Atlanta Compromise. Instead, Du Bois insisted on full civil rights and increased political representation, which he believed would be brought about by the African-American intellectual elite. He referred to this group as the talented tenth, a concept under the umbrella of racial uplift, and believed that African Americans needed the chance for advanced education to develop their leadership. Du Bois was one of the founders of the National Association for the Advancement of Colored People (NAACP) in . Du Bois used his position in the NAACP to respond to racist incidents. After the First World War, he attended the Pan-African Congresses, embraced socialism and became a professor at Atlanta University. Once the Second World War had ended, he engaged in peace activism and was targeted by the Federal Bureau of Investigation. He spent the last years of his life in Ghana and died in Accra on August , . Du Bois was a prolific author. He primarily targeted racism with his writing, which protested strongly against lynching, Jim Crow laws, and racial discrimination in important social institutions. His cause included people of color everywhere, particularly Africans and Asians in colonies. He was a proponent of Pan-Africanism and helped organize several meetings of the Pan-African Congress to fight for the independence of African colonies from European powers. Du Bois made several trips to Europe, Africa and Asia. His",W. E. B. Du Bois | 1868 births | 1963 deaths | 19th-century African-American academics | 19th-century American social scientists,2025-06-22 19:39:28
Booker T. Washington,https://en.wikipedia.org/wiki/Booker_T._Washington,"Booker Taliaferro Washington (April ,  – November , ) was an American educator, author, and orator. Between  and , Washington was the primary leader in the African-American community and of the contemporary Black elite. Born into slavery on April , , in Hale's Ford, Virginia, Washington was freed when U.S. troops reached the area during the Civil War. As a young man, Booker T. Washington worked his way through Hampton Normal and Agricultural Institute and attended college at Wayland Seminary. In , he was named as the first leader of the new Tuskegee Institute in Alabama, an institute for black higher education. He expanded the college, enlisting students in construction of buildings. Work at the college was considered fundamental to students' larger education. He attained national prominence for his Atlanta Address of , which attracted the attention of politicians and the public. Washington played a dominant role in black politics, winning wide support in the black community of the South and among more liberal whites. Washington wrote an autobiography, Up from Slavery, in , which became a major text. In that year, he dined with Theodore Roosevelt at the White House, which was the first time a black person publicly met the president on equal terms. After an illness, he died in Tuskegee, Alabama on November , . Washington was a key proponent of African-American businesses and one of the founders of the National Negro Business League. Washington mobilized a nationwide coalition of middle-class blacks, church leaders, and white philanthropists and politicians, with the goal of building the community's economic strength and pride by focusing on self-help and education. Washington had the ear of the powerful in the United States of his day, including presidents. He used the nineteenth-century American political system to manipulate the media, raise money, develop strategy, network, distribute funds, and reward a cadre of supporters. Because of his influential leadership, ",Booker T. Washington | 20th-century African-American academics | 20th-century American academics | African-American businesspeople | African-American writers,2025-06-22 19:39:29
Marcus Garvey,https://en.wikipedia.org/wiki/Marcus_Garvey,"Marcus Mosiah Garvey Jr. ONH ( August  –  June ) was a Jamaican political activist. He was the founder and first President-General of the Universal Negro Improvement Association and African Communities League (UNIA-ACL) (commonly known as UNIA), through which he declared himself Provisional President of Africa. Garvey was ideologically a black nationalist and Pan-Africanist. His ideas came to be known as Garveyism. Garvey was born into a moderately prosperous Afro-Jamaican family in Saint Ann's Bay and was apprenticed into the print trade as a teenager. Working in Kingston, he became involved in trade unionism. He later lived briefly in Costa Rica, Panama, and England. On returning to Jamaica, he founded the UNIA in . In , he moved to the United States and established a UNIA branch in New York City's Harlem district. Emphasising unity between Africans and the African diaspora, he campaigned for an end to European colonial rule in Africa and advocated the political unification of the continent. He envisioned a unified Africa as a one-party state, governed by himself, that would enact laws to ensure black racial purity. Although he never visited the continent, he was committed to the Back-to-Africa movement, arguing that part of the diaspora should migrate there. Garveyist ideas became increasingly popular, and the UNIA grew in membership. His black separatist views—and his relationship with white racists like the Ku Klux Klan (KKK) in the interest of advancing their shared goal of racial separatism—caused a division between Garvey and other prominent African-American civil rights activists such as W. E. B. Du Bois, who promoted racial integration. Believing that black people needed to be financially independent from white-dominated societies, Garvey launched various businesses in the U.S., including the Negro Factories Corporation and Negro World newspaper. In , he became President of the Black Star Line shipping and passenger company, designed to forge a link betwee",1887 births | 1940 deaths | 20th-century criminals | 20th-century Jamaican businesspeople | 20th-century Jamaican journalists,2025-06-22 19:39:31
Thurgood Marshall,https://en.wikipedia.org/wiki/Thurgood_Marshall,"Thoroughgood ""Thurgood"" Marshall (July ,  – January , ) was an American civil rights lawyer and jurist who served as an associate justice of the Supreme Court of the United States from  until . He was the Supreme Court's first African-American justice. Prior to his judicial service, he was an attorney who fought for civil rights, leading the NAACP Legal Defense and Educational Fund. Marshall was a prominent figure in the movement to end racial segregation in American public schools. He won  of the  civil rights cases he argued before the Supreme Court, culminating in the Court's landmark  decision in Brown v. Board of Education, which rejected the separate but equal doctrine and held segregation in public education to be unconstitutional. President Lyndon B. Johnson appointed Marshall to the Supreme Court in . A staunch liberal, he frequently dissented as the Court became increasingly conservative. Born in Baltimore, Maryland, Marshall attended Lincoln University and the Howard University School of Law.  At Howard, he was mentored by Charles Hamilton Houston, who taught his students to be ""social engineers"" willing to use the law to fight for civil rights. Marshall opened a law practice in Baltimore but soon joined Houston at the NAACP in New York. They worked together on the segregation case of Missouri ex rel. Gaines v. Canada; after Houston returned to Washington, Marshall took his place as special counsel of the NAACP, and he became director-counsel of the newly formed NAACP Legal Defense and Educational Fund. He participated in numerous landmark Supreme Court cases involving civil rights, including Smith v. Allwright, Morgan v. Virginia, Shelley v. Kraemer, McLaurin v. Oklahoma State Regents, Sweatt v. Painter, Brown, and Cooper v. Aaron. His approach to desegregation cases emphasized the use of sociological data to show that segregation was inherently unequal. In , President John F. Kennedy appointed Marshall to the U.S. Court of Appeals for the Second Circuit",Thurgood Marshall | 1908 births | 1993 deaths | 20th-century African-American lawyers | 20th-century American lawyers,2025-06-22 19:39:32
Black Lives Matter,https://en.wikipedia.org/wiki/Black_Lives_Matter,"Black Lives Matter (BLM) is a decentralized political and social movement that aims to highlight racism, discrimination and racial inequality experienced by black people, and to promote anti-racism. Its primary concerns are police brutality and racially motivated violence against black people. The movement began in response to the killings of Trayvon Martin, Michael Brown, Eric Garner, and Rekia Boyd, among others. BLM and its related organizations typically advocate for various policy changes related to black liberation and criminal justice reform. While there are specific organizations that label themselves ""Black Lives Matter"", such as the Black Lives Matter Global Network Foundation, the overall movement is a decentralized network with no formal hierarchy. As of update, there are about  chapters in the United States and Canada. The slogan ""Black Lives Matter"" itself has not been trademarked by any group. In , activists and friends Alicia Garza, Patrisse Cullors, and Ayọ Tometi originated the hashtag #BlackLivesMatter on social media following the acquittal of George Zimmerman in the shooting death of African-American teen Trayvon Martin. Black Lives Matter became nationally recognized for street demonstrations following the  deaths of two more African Americans, Michael Brown—resulting in protests and unrest in Ferguson, Missouri—and Eric Garner in New York City. Since the Ferguson protests, participants in the movement have demonstrated against the deaths of numerous other African Americans by police actions or while in police custody. In the summer of , Black Lives Matter activists became involved in the  United States presidential election. The movement gained international attention during global protests in  following the murder of George Floyd by Minneapolis police officer Derek Chauvin. An estimated  to  million people participated in Black Lives Matter protests in the United States, making it one of the largest protest movements in the country's history.",Black Lives Matter | 21st-century social movements | 2010s controversies in the United States | 2020s controversies in the United States | 2013 establishments in the United States,2025-06-22 19:39:33
George Floyd protests,https://en.wikipedia.org/wiki/George_Floyd_protests,"In Minneapolis–Saint Paul: May ,  – May ,  ( years,  months and  week) The George Floyd protests were a series of protests, riots, and demonstrations against police brutality that began in Minneapolis in the United States on May , . The protests and civil unrest began in Minneapolis as reactions to the murder of George Floyd, a -year-old unarmed African American man, by city police during an arrest. They spread nationally and internationally. Veteran officer Derek Chauvin was recorded as kneeling on Floyd's neck for  minutes and  seconds; Floyd complained of not being able to breathe, but three other officers looked on and prevented passersby from intervening. Chauvin and the other three officers involved were fired and later arrested. In April , Chauvin was found guilty of second-degree murder, third-degree murder, and second-degree manslaughter. In June , Chauvin was sentenced to +⁄ years in prison. The George Floyd protest movement began hours after his murder as bystander video and word of mouth began to spread. Protests first emerged at the East th and Chicago Avenue street intersection in Minneapolis, the location of Floyd's arrest and murder, and other sites in the Minneapolis–Saint Paul metropolitan area of Minnesota. Protests quickly spread nationwide and to over , cities and towns in over  countries in support of the Black Lives Matter (BLM) movement. Polls in the summer of  estimated that between  million and  million people had participated at some point in the demonstrations in the United States, making the protests the largest in U.S. history.",George Floyd protests | 2020 controversies in the United States | 2020 riots | 2020 United States racial unrest | African-American riots in the United States,2025-06-22 19:39:35
Ferguson unrest,https://en.wikipedia.org/wiki/Ferguson_unrest,"The Ferguson unrest (sometimes called the Ferguson uprising, Ferguson protests, or the Ferguson riots) was a series of protests and riots which began in Ferguson, Missouri on August , , the day after the fatal shooting of Michael Brown by FPD officer Darren Wilson. The unrest sparked a vigorous debate in the United States about the relationship between law enforcement officers and Black Americans, the militarization of police, and the use-of-force law in Missouri and nationwide. Continuing activism expanded the issues by including modern-day debtors prisons, for-profit policing, and school segregation. As the details of the shooting emerged, police established curfews and deployed riot squads in anticipation of unrest. Along with peaceful protests, there was a significant amount of looting and violence in the vicinity of the site of the shooting, as well as across the city. Media criticism of the militarization of the police in Ferguson after the shooting was frequent. The unrest continued on November , , after a grand jury did not indict Officer Wilson. It briefly flared again on the first anniversary of Brown's shooting. The Department of Justice (DOJ) concluded that Wilson shot Brown in self-defense. In response to the shooting and the subsequent unrest, the DOJ conducted an investigation into the policing practices of the Ferguson Police Department (FPD). In March , the DOJ announced that they had determined that the FPD had engaged in misconduct against the citizenry of Ferguson by, among other things, discriminating against African Americans and applying racial stereotypes in a ""pattern or practice of unlawful conduct."" The DOJ also found that the Ferguson city council relied on fines and other charges generated by police for funding municipal services. Michael Brown, an -year-old African-American male, was shot and killed during an encounter with Officer Darren Wilson.  Officer Wilson arrived after a robbery and assault was reported at a nearby convenience st",Killing of Michael Brown | 2014 controversies in the United States | 2014 in Missouri | 2014 riots | 2010s in St. Louis,2025-06-22 19:39:36
Killing of Trayvon Martin,https://en.wikipedia.org/wiki/Killing_of_Trayvon_Martin,"On the evening of February , , in Sanford, Florida, United States, George Zimmerman fatally shot Trayvon Martin, a -year-old African-American, who was visiting his father while suspended from his Miami-area school. Zimmerman, a -year-old multiracial man who identifies as Hispanic,Note  was a neighborhood watch coordinator for the gated community where Martin was visiting relatives at the time of the shooting. Zimmerman became suspicious of Martin and called police; Martin attacked Zimmerman and then Zimmerman shot him with a pistol he was licensed to carry. In a widely reported trial, Zimmerman was charged with second-degree murder for Martin's death, but acquitted by the jury after claiming self-defense, although Martin was unarmed. The incident was reviewed by the Department of Justice for potential civil rights violations, but no additional charges were filed. Trayvon Benjamin Martin was the son of Sybrina Fulton and Tracy Martin, who were divorced in . He was a junior at Dr. Michael M. Krop High School and lived with his mother and older brother in Miami Gardens, Florida. On the day he was fatally shot, he and his father were visiting his father's fiancée and her son at her town home in Sanford, Florida. She lived in The Retreat at Twin Lakes, a gated community Martin had visited several times before.",2010s missing person cases | 2012 controversies in the United States | 2012 deaths | 2012 in Florida | African-American history of Florida,2025-06-22 19:39:38
1992 Los Angeles riots,https://en.wikipedia.org/wiki/1992_Los_Angeles_riots,"The  Los Angeles riots (also called the  Los Angeles uprising) were a series of riots and civil disturbances that occurred in Los Angeles County, California, United States, during April and May . Unrest began in South Central Los Angeles on April , after a jury acquitted four officers of the Los Angeles Police Department (LAPD) charged with using excessive force in the arrest and beating of Rodney King. The incident had been videotaped by George Holliday, who was a bystander to the incident, and was heavily broadcast in various news and media outlets. The rioting took place in several areas in the Los Angeles metropolitan area as thousands of people rioted over six days following the verdict's announcement. Widespread looting, assault, and arson occurred during the riots, which local police forces had difficulty controlling. The situation in the Los Angeles area was resolved after the California National Guard, United States military, and several federal law enforcement agencies deployed more than , of their armed responders to assist in ending the violence and unrest. When the riots including multiple shootouts had ended,  people had been killed, , had been injured, more than , had been arrested, and estimates of property damage were over $ billion, making it the most destructive period of local unrest in US history. Koreatown, situated just to the north of South Central LA, was disproportionately damaged because of racial tensions between communities. Much of the blame for the extensive nature of the violence was attributed to LAPD chief of police Daryl Gates, who had already announced his resignation by the time of the riots, for failure to de-escalate the situation and overall mismanagement.",1992 Los Angeles riots | Race riots in the United States | Racism in the United States | History of Los Angeles | Mass murder in 1992,2025-06-22 19:39:39
Kwame Nkrumah,https://en.wikipedia.org/wiki/Kwame_Nkrumah,"Francis Kwame Nkrumah (Nzema: kʷame nkruma,  September  –  April ) was a Ghanaian politician, political theorist, and revolutionary. He served as Prime Minister of the Gold Coast from  until , when it gained independence from Britain. He was then the first Prime Minister and then the President of Ghana, from  until . An influential advocate of Pan-Africanism, Nkrumah was a founding member of the Organization of African Unity (OAU) and winner of the Lenin Peace Prize from the Soviet Union in . After twelve years abroad pursuing higher education, developing his political philosophy, and organizing with other diasporic pan-Africanists, Nkrumah returned to the Gold Coast to begin his political career as an advocate of national independence. He formed the Convention People's Party, which achieved rapid success through its unprecedented appeal to the common voter. He became Prime Minister in  and retained the position when he led Ghana to achieve independence from Britain in , a first in sub-saharan Africa at the time. In , Ghanaians approved a new constitution and elected Nkrumah as president. His administration was primarily socialist as well as nationalist. It funded national industrial and energy projects, developed a strong national education system and promoted a pan-Africanist culture. Under Nkrumah, Ghana played a leading role in African international relations and the pan-africanist movement during Africa's decolonization period. After multiple failed attempts on his life, coupled with increasingly difficult local economic conditions, Nkrumah's government became authoritarian in the s, as he repressed political opposition and conducted elections that were neither free nor fair. In , a constitutional amendment made Ghana a one-party state, with Nkrumah as president for life of both the nation and its party. He fostered a personality cult, forming ideological institutes and adopting the title of 'Osagyefo Dr.' Nkrumah was deposed in  in a coup d'état by the Nationa",Kwame Nkrumah | 1909 births | 1972 deaths | African revolutionaries | Chairpersons of the African Union,2025-06-22 19:39:40
Jomo Kenyatta,https://en.wikipedia.org/wiki/Jomo_Kenyatta,"Jomo Kenyattaa CGH (c.  –  August ) was a Kenyan anti-colonial activist and politician who governed Kenya as its Prime Minister from  to  and then as its first President from  to his death in . He played a significant role in the transformation of Kenya from a colony of the British Empire into an independent republic. Ideologically an African nationalist and a conservative, he led the Kenya African National Union (KANU) party from  until his death. Kenyatta was born to Kikuyu farmers in Kiambu, British East Africa. Educated at a mission school, he worked in various jobs before becoming politically engaged through the Kikuyu Central Association. In , he travelled to London to lobby for Kikuyu land affairs. During the s, he studied at Moscow's Communist University of the Toilers of the East, University College London, and the London School of Economics. In , he published an anthropological study of Kikuyu life before working as a farm labourer in Sussex during the Second World War. Influenced by his friend George Padmore, he embraced anti-colonialist and Pan-African ideas, co-organising the  Pan-African Congress in Manchester. He returned to Kenya in  and became a school principal. In , he was elected President of the Kenya African Union, through which he lobbied for independence from British colonial rule, attracting widespread indigenous support but animosity from white settlers. In , he was among the Kapenguria Six arrested and charged with masterminding the anti-colonial Mau Mau Uprising. Although protesting his innocence—a view shared by later historians—he was convicted. He remained imprisoned at Lokitaung until  and was then exiled to Lodwar until . On his release, Kenyatta became President of KANU and led the party to victory in the  general election. As Prime Minister, he oversaw the transition of the Kenya Colony into an independent republic, of which he became president in . Desiring a one-party state, he transferred regional powers to his central governmen",Jomo Kenyatta | 1897 births | 1978 deaths | People from Kiambu County | Kenyan Presbyterians,2025-06-22 19:39:41
Julius Nyerere,https://en.wikipedia.org/wiki/Julius_Nyerere,"Julius Kambarage Nyerere (Swahili pronunciation: ˈdʒulius kɑᵐbɑˈɾɑɠɛ ɲɛˈɾɛɾɛ;  April  –  October ) was a Tanzanian politician, anti-colonial activist, and political theorist. He governed Tanganyika as prime minister from  to  and then as president from  to , after which he led its successor state, Tanzania, as president from  to . He was a founding member and chair of the Tanganyika African National Union (TANU) party and of its successor, Chama Cha Mapinduzi, from  to . Ideologically an African nationalist and African socialist, he promoted a political philosophy known as Ujamaa. Born in Butiama, Mara, then in the British colony of Tanganyika, Nyerere was the son of a Zanaki chief. After completing his schooling, he studied at Makerere College in Uganda and then Edinburgh University in Scotland. In  he returned to Tanganyika, married, and worked as a school teacher. In , he helped form TANU, through which he campaigned for Tanganyikan independence from the British Empire. Influenced by the Indian independence leader Mahatma Gandhi, Nyerere preached non-violent protest to achieve this aim. Elected to the Legislative Council in the – elections, Nyerere then led TANU to victory at the  general election, becoming prime minister. Negotiations with the British authorities resulted in Tanganyikan independence in . In , Tanganyika became a republic, with Nyerere elected as its first president. His administration pursued decolonisation and the ""Africanisation"" of the civil service while promoting unity between indigenous Africans and the country's Asian and European minorities. He encouraged the formation of a one-party state and unsuccessfully pursued the Pan-Africanist formation of an East African Federation with Uganda and Kenya. A  mutiny within the army was suppressed with British assistance. Following the Zanzibar Revolution of , the island of Zanzibar was unified with Tanganyika to form Tanzania. After this, Nyerere placed a growing emphasis on national self-reliance",Julius Nyerere | 1922 births | 1999 deaths | People from Mara Region | Tanganyika African National Union politicians,2025-06-22 19:39:43
Thomas Sankara,https://en.wikipedia.org/wiki/Thomas_Sankara,"Thomas Isidore Noël Sankara (French pronunciation: tɔmɑ izidɔʁ nɔɛl sɑ̃kaʁa;  December  –  October ) was a Burkinabè military officer, Marxist and Pan-Africanist revolutionary who served as the President of Burkina Faso from , following his takeover in a coup, until his assassination in . After being appointed Prime Minister in , disputes with the sitting government resulted in Sankara's eventual imprisonment. While he was under house arrest, a group of revolutionaries seized power on his behalf in a popularly supported coup later that year. At the age of , Sankara became the President of the Republic of Upper Volta and launched an unprecedented series of social, ecological, and economic reforms. In , Sankara oversaw the renaming of the country as Burkina Faso ('land of the upright people'), and personally wrote its national anthem. His foreign policy was centered on anti-imperialism and he rejected loans and capital from organizations such as the International Monetary Fund. However, he welcomed some foreign aid in an effort to boost the domestic economy, diversify the sources of assistance, and make Burkina Faso self-sufficient. His domestic policies included famine prevention, agrarian expansion, land reform, and suspending rural poll taxes, as well as a nationwide literacy campaign and vaccination program to reduce meningitis, yellow fever and measles. Sankara's health programmes distributed millions of doses of vaccines to children across Burkina Faso. His government also focused on building schools, health centres, water reservoirs, and infrastructure projects. He combatted desertification of the Sahel by planting more than  million trees. Socially, his government enforced the prohibition of female circumcision, forced marriages and polygamy. Sankara reinforced his populist image by ordering the sale of luxury vehicles and properties owned by the government in order to reduce costs. In addition, he banned what he considered the luxury of air conditioning in go",Sankarism | 1949 births | 1987 deaths | 1987 murders in Africa | African Marxists,2025-06-22 19:39:44
Patrice Lumumba,https://en.wikipedia.org/wiki/Patrice_Lumumba,"Patrice Émery Lumumbae (/pəˈtriːs lʊˈmʊmbə/ ⓘ pə-TREESS luu-MUUM-bə; born Isaïe Tasumbu Tawosa;  July  –  January ) was a Congolese politician and independence leader who served as the first prime minister of the Democratic Republic of the Congo (then known as the Republic of the Congo) from June until September , following the May  election. He was the leader of the Congolese National Movement (MNC) from  until his assassination in . Ideologically an African nationalist and pan-Africanist, he played a significant role in the transformation of the Congo from a colony of Belgium into an independent republic. Shortly after Congolese independence in June , a mutiny broke out in the army, marking the beginning of the Congo Crisis. After a coup, Lumumba attempted to escape to Stanleyville to join his supporters who had established a new anti-Mobutu state called the Free Republic of the Congo. Lumumba was captured en route by state authorities under Joseph-Désiré Mobutu (Sese Seko), sent to the State of Katanga and, with the help of Belgian mercenaries, tortured and executed by the separatist Katangan authorities of Moïse Tshombe. In , Belgium formally apologised for its role in the execution, admitting ""moral responsibility"", and in , they returned Lumumba’s tooth to his family. He is seen as a martyr for the pan-African movement. Patrice Lumumba was born on  July  as Isaïe Tasumbu Tawosa to Julienne Wamato Lomendja and her husband, François Tolenga Otetshima, a farmer, in Onalua, in the Katakokombe region of the Kasai province of the Belgian Congo. He was a member of the Tetela ethnic group, where he was referred to with the name Élias Okit'Asombo. His original surname means ""heir of the cursed"" and is derived from the Tetela words okitá/okitɔ́ ('heir', 'successor') and asombó ('cursed or bewitched people who will die quickly'). He had three brothers (Charles Lokolonga, Émile Kalema, and Louis Onema Pene Lumumba) and one half-brother (Jean Tolenga). Raised in a Catholic",1925 births | 1961 deaths | People murdered in 1961 | African and Black nationalists | African revolutionaries,2025-06-22 19:39:45
Haile Selassie,https://en.wikipedia.org/wiki/Haile_Selassie,"Haile Selassie Ia (born Tafari Makonnen or Lij Tafari;  July  –  August ) was Emperor of Ethiopia from  to . He rose to power as the Regent Plenipotentiary of Ethiopia (Enderase) under Empress Zewditu between  and . Widely considered to be a defining figure in modern Ethiopian history, he is accorded divine importance in Rastafari, an Abrahamic religion that emerged in the s. A few years before he began his reign over the Ethiopian Empire, Selassie defeated Ethiopian army commander Ras Gugsa Welle Bitul, nephew of Empress Taytu Betul, at the Battle of Anchem. He belonged to the Solomonic dynasty, founded by Emperor Yekuno Amlak in . Selassie, seeking to modernise Ethiopia, introduced political and social reforms including the  constitution and the abolition of slavery in . He led the empire during the Second Italo-Ethiopian War, and after its defeat was exiled to the United Kingdom. When the Italian occupation of East Africa began, he traveled to Anglo-Egyptian Sudan to coordinate the Ethiopian struggle against Fascist Italy; he returned home after the East African campaign of World War II. He dissolved the Federation of Ethiopia and Eritrea, established by the United Nations General Assembly in , and annexed Eritrea as one of Ethiopia's provinces, while also fighting to prevent Eritrean secession. As an internationalist, Selassie led Ethiopia's accession to the United Nations. In , he presided over the formation of the Organisation of African Unity, the precursor of the African Union, and served as its first chairman. By the early s, prominent African socialists such as Kwame Nkrumah envisioned the creation of a ""United States of Africa"". Their rhetoric was anti-Western; Selassie saw this as a threat to his alliances. He attempted to influence a more moderate posture within the group. Amidst popular uprisings, Selassie was overthrown by the Derg in the  Ethiopian coup d'état. With support from the Soviet Union, the Derg began governing Ethiopia as a Marxist–Leninis",Haile Selassie | 1892 births | 20th-century emperors of Ethiopia | 20th-century murdered monarchs | 20th-century regents,2025-06-22 19:39:47
