source,url,title,search_term,content,categories,key_dates,sections,infobox,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/Afro–Puerto_Ricans,Afro–Puerto Ricans,Puerto Rico African influence,"Afro–Puerto Ricans (Spanish: Afropuertorriqueños), most commonly known as Afroboricuas, but also occasionally referred to as Afroborinqueños, Afroborincanos,[a] or Afropuertorros,[b] are Puerto Ricans of full or partial sub-Saharan African origin, who are predominately the descendants of slaves, freedmen, and free Blacks original to West and Central Africa. The term Afro-Puerto Rican is also used to refer to historical or cultural elements in Puerto Rican society associated with this community, including music, language, cuisine, art, and religion. The history of Afro-Puerto Ricans traces its origins to the arrival of free West African Black men, or libertos (freedmen), who accompanied Spanish Conquistador Juan Ponce de León at the start of the colonization of the island of Puerto Rico. Upon landing and settling, the Spaniards enslaved and exploited the indigenous Taíno natives to work in the extraction of gold. When the Taíno forced laborers were exterminated primarily due to Old World infectious diseases, the Spanish Crown began to rely on sub-Saharan African slavery emanating from different ethnic groups within West and Central Africa to staff their mining, plantations, and constructions. Recent DNA analysis has revealed that nearly 70% of the Puerto Rican population has Taino ancestry. This finding contradicts the narrative of the extermination of the Taino people and presents a different perspective of the cultural mixture between the Spanish and the Taino. While there was slavery in Puerto Rico, the island received less sub-Saharan enslaved laborers than other Spanish and other European colonies in the Caribbean and the Americas. The need for direct enslaved labor brought through the Atlantic slave trade was greatly reduced by the depletion of gold in Puerto Rico in the 16th century, and the island began to serve primarily as a strategic and military outpost to support, protect, and defend trade routes of Spanish ships traveling between Spain and territories w","African diaspora in Puerto Rico, Puerto Rican people of African descent, African diaspora history, African–Hispanic and Latino American relations, Ethnic groups in Puerto Rico, Immigration to Puerto Rico, Social history of Puerto Rico, Afro-Latino culture in the United States",,"First Africans in Puerto Rico, Royal Decree of Graces of 1789, 19th century, Royal Decree of Graces of 1815, Abolitionists",,2025-06-22 19:29:12
Wikipedia,https://en.wikipedia.org/wiki/Culture_of_Cuba,Culture of Cuba,Cuban African culture,"The culture of Cuba is a complex mixture of different, often contradicting, factors and influences. The Cuban people and their customs are based on European, African and Amerindian influences. The music of Cuba, including the instruments and the dances, is mostly of European and African origin. Most forms of the present day are creolized fusions and mixtures of these two styles, with very few remains of the original Native traditions. Fernando Ortíz, the first great Cuban folklorist, described Cuba's musical innovations as arising from the interplay ('transculturation') between African slaves settled on large sugarcane plantations and Spanish or Canary Islanders who grew tobacco on small farms. The African slaves and their descendants reconstructed large numbers of percussive instruments and corresponding rhythms. The main instrumental contribution of Spanish music was the guitar, and the tradition of European musical notation and techniques of musical composition.[citation needed] African beliefs and practices are most certainly an influence in Cuba's music. Polyrhythmic percussion is an inherent part of African life & music, as melody is part of European music. Also, in African tradition, percussion is always joined to song and dance, and to a particular social setting. It is not simply entertainment added to life, it is life. The result of the meeting of European and African cultures is that most Cuban popular music is creolized. This creolization of Cuban life has been happening for a long time, and by the 20th century, elements of African belief, music and dance were well integrated into popular and folk forms.",Culture of Cuba,,"History, Music, Sports, Chess, Cuisine",,2025-06-22 19:29:14
Wikipedia,https://en.wikipedia.org/wiki/Civil_and_political_rights,Civil and political rights,Civil Rights Movement,"Civil and political rights are a class of rights that protect individuals' freedom from infringement by governments, social organizations, and private individuals. They ensure one's entitlement to participate in the civil and political life of society and the state. Civil rights generally include ensuring peoples' physical and mental integrity, life, and safety, protection from discrimination, the right to privacy, the freedom of thought, speech, religion, press, assembly, and movement. Political rights include natural justice (procedural fairness) in law, such as the rights of the accused, including the right to a fair trial; due process; the right to seek redress or a legal remedy; and rights of participation in civil society and politics such as freedom of association, the right to assemble, the right to petition, the right of self-defense, and the right to vote. These rights also must follow the legal norm as in they must have the force of law and fit into the system of administrative justice. A key feature in modern society is that the more a state can guarantee political rights of citizens the better the states relations are with its citizens. Civil and political rights form the original and main part of international human rights. They comprise the first portion of the 1948 Universal Declaration of Human Rights (with economic, social, and cultural rights comprising the second portion). The theory of three generations of human rights considers this group of rights to be ""first-generation rights"", and the theory of negative and positive rights considers them to be generally negative rights. The phrase ""civil rights"" is a translation of Latin jus civis (right of the citizen). Roman citizens could be either free (libertas) or servile (servitus), but they all had rights in law. After the Edict of Milan in 313, these rights included the freedom of religion; however, in 380, the Edict of Thessalonica required all subjects of the Roman Empire to profess Nicene Christ","Civil rights and liberties, Human rights concepts, Identity politics, Rights","1948, 1549","History, Protection of rights, Other rights, Social movements for civil rights, Problems and analysis",,2025-06-22 19:29:20
Wikipedia,https://en.wikipedia.org/wiki/Black_Lives_Matter,Black Lives Matter,Black Lives Matter,"Black Lives Matter (BLM) is a decentralized political and social movement that aims to highlight racism, discrimination and racial inequality experienced by black people, and to promote anti-racism. Its primary concerns are police brutality and racially motivated violence against black people. The movement began in response to the killings of Trayvon Martin, Michael Brown, Eric Garner, and Rekia Boyd, among others. BLM and its related organizations typically advocate for various policy changes related to black liberation and criminal justice reform. While there are specific organizations that label themselves ""Black Lives Matter"", such as the Black Lives Matter Global Network Foundation, the overall movement is a decentralized network with no formal hierarchy. As of 2021[update], there are about 40 chapters in the United States and Canada. The slogan ""Black Lives Matter"" itself has not been trademarked by any group. In 2013, activists and friends Alicia Garza, Patrisse Cullors, and Ayọ Tometi originated the hashtag #BlackLivesMatter on social media following the acquittal of George Zimmerman in the shooting death of African-American teen Trayvon Martin. Black Lives Matter became nationally recognized for street demonstrations following the 2014 deaths of two more African Americans, Michael Brown—resulting in protests and unrest in Ferguson, Missouri—and Eric Garner in New York City. Since the Ferguson protests, participants in the movement have demonstrated against the deaths of numerous other African Americans by police actions or while in police custody. In the summer of 2015, Black Lives Matter activists became involved in the 2016 United States presidential election. The movement gained international attention during global protests in 2020 following the murder of George Floyd by Minneapolis police officer Derek Chauvin. An estimated 15 to 26 million people participated in Black Lives Matter protests in the United States, making it one of the largest protest mov","Black Lives Matter, 21st-century social movements, 2010s controversies in the United States, 2020s controversies in the United States, 2013 establishments in the United States, African Americans' rights organizations, American political catchphrases, Anti-black racism in the United States, Anti-racism, Civil rights protests in the United States","2021, 2013, 2014, 2015, 2016","Structure and organization, Decentralization, Broader movement, Funding, Strategies and tactics","Date: 2013–present | Location: International, largely in the United States | Also known as: Black Lives Matter movementBLM | Cause: Racial discrimination and police brutality against black people | Motive: Anti-racism | Outcome: Multiple mass protests in the United States
Impact on popular culture and politics
Spread of protests outside the United States
Founding of Black Lives Matter Global Network",2025-06-22 19:29:23
Wikipedia,https://en.wikipedia.org/wiki/Pan-Africanism,Pan-Africanism,Pan-Africanism movement,"Pan-Africanism is a nationalist movement that aims to encourage and strengthen bonds of solidarity between all indigenous peoples and diasporas of African ancestry. Based on a common goal dating back to the Atlantic slave trade, the Trans-Saharan slave trade, the Indian Ocean slave trade, the Red Sea slave trade, slavery in the Cape Colony (now South Africa), along with slavery in Mauritius, the movement extends beyond continental Africans with a substantial support base among the African diaspora in the Americas and Europe. Pan-Africanism is said to have its origins in the struggles of the African people against enslavement and colonization and this struggle may be traced back to the first resistance on slave ships—rebellions and suicides—through the constant plantation and colonial uprisings and the ""Back to Africa"" movements of the 19th century. Based on the belief that unity is vital to economic, social, and political progress, it aims to unify and uplift people of African ancestry. However, it was in the twentieth century that Pan Africanism emerged as a distinct political movement initially formed and led by people from the Diaspora (people of African heritage living outside of the Continent). In 1900, the Trinindadian barrister – Henry Sylvester Williams – called a conference that took place in Westminster Hall, London to ""protest stealing of lands in the colonies, racial discrimination and deal with other issues of interest to Blacks"". At its core, Pan-Africanism is a belief that ""African people, both on the continent and in the diaspora, share not merely a common history, but a common destiny."" Pan-Africanism posits a sense of a shared historical fate for Africans in the Americas, the West Indies, and on the continent, itself centered on the Atlantic trade in slaves, African slavery, and European imperialism. Pan-African thought influenced the establishment of the Organisation of African Unity (since succeeded by the African Union) in 1963. The African Unio","Pan-Africanism, Pan-nationalism, African and Black nationalism, African diaspora, Africana philosophy, Identity politics, Political ideologies, Political movements, Politics and race, Regionalism (international relations)","1900, 1963","Overview, History, Important women in pan-Africanism, Pan-Africanism in the 21st century, Social media and the internet",,2025-06-22 19:29:25
Wikipedia,https://en.wikipedia.org/wiki/Black_power_movement,Black power movement,Black Power movement,"The Black power movement or Black liberation movement emerged in the mid-1960s from the mainstream civil rights movement in the United States, reacting against its moderate and incremental tendencies and representing the demand for more immediate action to counter White supremacy. Many of its ideas were influenced by Malcolm X's criticism of Martin Luther King Jr.'s peaceful protest methods. The 1965 assassination of Malcolm X, coupled with the urban riots of 1964 and 1965, ignited the movement. While thinkers such as Malcolm X influenced the early movement, the views of the Black Panther Party, founded in 1966, are widely seen as the cornerstone. Black power was influenced by philosophies such as pan-Africanism, Black nationalism, and socialism, as well as contemporary events such as the Cuban Revolution and the decolonization of Africa. During the peak of the Black power movement in the late 1960s and early 1970s, many African Americans adopted ""Afro"" hairstyles, African clothes, or African names (such as Stokely Carmichael, the chairman of the Student Nonviolent Coordinating Committee who popularized the phrase ""Black power"" and later changed his name to Kwame Ture) to emphasize their identity. Others founded Black-owned stores, food cooperatives, bookstores, publishers, media, clinics, schools, and other organizations oriented to their communities. American universities began to offer courses in Black studies, and the word Black replaced negro as the preferred usage in the country. Other leaders of the movement included Huey P. Newton and Bobby Seale, founders of the Black Panther Party. Some Black power organizations prioritized social programs, while others adopted a more militant approach; for instance, the Black Panther Party introduced a Free Breakfast for Children program and established community health clinics, while the Black Liberation Army carried out bombings and murdered police officers. The movement never had a central authority or structure, and i","Black Power, African-American cultural history, Counterculture of the 1960s, Counterculture of the 1970s, Counterculture of the 1980s, Guerrilla wars, Social movements in the United States, Rebellions in the United States","1965, 1964, 1965, 1966, 1968","History, Origin, Escalation in the late 1960s, Peak in the early 1970s, De-escalation in the late 1970s","Date: 1966–1980s | Location: United States | Caused by: Perceived failures of the civil rights movement
Turn towards militancy | Resulted in: Worldwide spread of Black power ideals
Establishment of Black-operated services and businesses
Decline by the 1980s",2025-06-22 19:29:28
Wikipedia,https://en.wikipedia.org/wiki/Harlem_Renaissance,Harlem Renaissance,Harlem Renaissance,"The Harlem Renaissance was an intellectual and cultural revival of African-American music, dance, art, fashion, literature, theater, politics, and scholarship centered in Harlem, Manhattan, New York City, spanning the 1920s and 1930s. At the time, it was known as the ""New Negro Movement"", named after The New Negro, a 1925 anthology edited by Alain Locke. The movement also included the new African-American cultural expressions across the urban areas in the Northeastern United States and the Midwestern United States affected by a renewed militancy in the general struggle for civil rights, combined with the Great Migration of African-American workers fleeing the racist conditions of the Jim Crow Deep South, as Harlem was the final destination of the largest number of those who migrated north. Though it was centered in the Harlem neighborhood, many francophone black writers from African and Caribbean colonies who lived in Paris, France, were also influenced by the movement. Harlem had also seen significant Black immigration from British, French and other colonies in the Caribbean. The zenith of this ""flowering of Negro literature"", as James Weldon Johnson preferred to call the Harlem Renaissance, took place between 1924—when Opportunity: A Journal of Negro Life hosted a party for black writers where many white publishers were in attendance—and 1929, the year of the stock-market crash and the beginning of the Great Depression. The Harlem Renaissance is considered to have been a rebirth of the African-American arts, and many of it ideas and forms influenced society and thought in the following decades. Until the end of the Civil War, the majority of African Americans had been enslaved and lived in the South. During the Reconstruction Era, the emancipated African Americans began to strive for civic participation, political equality, and economic and cultural self-determination. Soon after the end of the Civil War, the Ku Klux Klan Act of 1871 gave rise to speeches by Afric","Harlem Renaissance, 20th-century American literature, 1910s in Manhattan, 1920s in Manhattan, 1930s in Manhattan, 20th century in Harlem, African-American history in New York City, African-American literature, American literary movements, Literary circles","1925, 1924, 1929, 1871, 1875","Background, Development, Mainstream recognition of Harlem culture, Literature, Religion","Date: 1918–mid-1930s | Location: Harlem, New York City, United States and influences from Paris, France | Also known as: New Negro Movement | Participants: Various artists and social critics | Outcome: Mainstream recognition of cultural developments and idea of New Negro",2025-06-22 19:29:30
Wikipedia,https://en.wikipedia.org/wiki/NAACP,NAACP,NAACP history,"The National Association for the Advancement of Colored People (NAACP)[a] is an American civil rights organization formed in 1909 as an interracial endeavor to advance justice for African Americans by a group including W. E. B. Du Bois, Mary White Ovington, Moorfield Storey, Ida B. Wells, Lillian Wald, and Henry Moskowitz. Over the years, leaders of the organization have included Thurgood Marshall and Roy Wilkins. The NAACP is the largest and oldest civil rights group in America. Its mission in the 21st century is ""to ensure the political, educational, social, and economic equality of rights of all persons and to eliminate race-based discrimination"". NAACP initiatives include political lobbying, publicity efforts, and litigation strategies developed by its legal team. The group enlarged its mission in the late 20th century by considering issues such as police misconduct, the status of black foreign refugees and questions of economic development. Its name, retained in accordance with tradition, uses the once common term colored people, referring to those with some African ancestry. The NAACP started publishing a quarterly magazine The Crisis and it had as its editor W.E.B Du Bois for 24 years. The NAACP bestows annual awards on African Americans in three categories: Image Awards are for achievements in the arts and media, Theatre Awards are for achievements in theatre and stage, and Spingarn Medals are for outstanding achievements of any kind. Its headquarters are in Baltimore, Maryland. The NAACP is headquartered in Baltimore, with additional regional offices in New York, Michigan, Georgia, Maryland, Texas, Colorado, and California. Each regional office is responsible for coordinating the efforts of state conferences in that region. Local, youth, and college chapters organize activities for individual members.","NAACP, 1909 establishments in the United States, African-American organizations, Civil liberties advocacy groups in the United States, Civil rights movement organizations, Liberalism in the United States, Nonpartisan organizations in the United States, Organizations based in Baltimore, Organizations established in 1909, African-American upper class",1909,"Organization, Predecessor: The Niagara Movement, History, Formation, Membership and chapters","Abbreviation: NAACP | Formation: February 12, 1909; 116 years ago (1909-02-12) | Founders: W. E. B. Du BoisMary White OvingtonMoorfield StoreyIda B. WellsLillian Wald Henry Moskowitz | Tax ID no.: 38-4108034 | Legal status: 501(c)(4) Civic Leagues and Social Welfare Organizations | Purpose: ""To ensure the political, educational, social, and economic equality of rights of all persons and to eliminate racial hatred and racial discrimination."" | Headquarters: Baltimore, Maryland, U.S. | Membership: 300,000[1] | Chairman: Leon W. Russell",2025-06-22 19:29:32
Wikipedia,"https://en.wikipedia.org/wiki/Selma,_Alabama","Selma, Alabama",Selma to Montgomery marches,"Selma is a city in and the county seat of Dallas County, in the Black Belt region of south central Alabama and extending to the west. Located on the banks of the Alabama River, the city has a population of 17,971 as of the 2020 census. About 80% of the population is African-American. Selma was a trading center and market town during the antebellum years of King Cotton in the South. It was also an important armaments-manufacturing and iron shipbuilding center for the Confederacy, as well as providing a hospital converted from a Masonic university, during the Civil War, surrounded by miles of earthen fortifications. The Confederate forces were defeated during the Battle of Selma, in the final full month of the war. In modern times, the city is best known for the 1960s civil rights movement and the Selma to Montgomery marches, beginning with ""Bloody Sunday"" in March 1965, when unarmed peaceful protesters were assaulted by County and state highway police. By the end of March 1965, an estimated 25,000 people entered Montgomery to press for voting rights. This activism generated national attention for social justice. That summer, the Voting Rights Act of 1965 was passed by Congress to authorize federal oversight and enforcement of constitutional rights of all American citizens.","Selma, Alabama, Populated places established in 1820, 1820 establishments in Alabama, Cities in Alabama, Cities in Dallas County, Alabama, Micropolitan areas of Alabama, County seats in Alabama","2020, 1965, 1965, 1965","History, Selma during the Civil War, Post-war period, Twentieth century, Twenty-first century",Country: United States | State: Alabama,2025-06-22 19:29:36
Wikipedia,https://en.wikipedia.org/wiki/Rosa_Parks,Rosa Parks,Montgomery Bus Boycott,"Rosa Louise McCauley Parks (February 4, 1913 – October 24, 2005) was an American civil rights activist. She is best known for her refusal to move from her seat on a bus in Montgomery, Alabama, in defiance of Jim Crow laws, which sparked the Montgomery bus boycott. She is also sometimes known as the ""mother of the civil rights movement"". Parks joined the Montgomery chapter of the National Association for the Advancement of Colored People (NAACP) in 1943, serving as the organization's secretary. Despite various policies designed to disenfranchise Black citizens, Parks successfully registered to vote after three separate attempts between 1943 and 1945. She investigated and organized campaigns around cases of racial and sexual violence in her capacity as NAACP secretary, including those of Recy Taylor and Jeremiah Reeves, laying the groundwork for future civil rights campaigns. Prior to Parks's refusal to move, numerous Black Montgomerians had engaged in similar acts of resistance against segregated public transportation. After Parks's arrest in 1955, local activists decided to use her case as a test case against segregation, leading the Women's Political Council (WPC) to organize a one-day bus boycott on the day of her trial. The boycott was widespread, with many Black Montgomerians refusing to ride the buses that day. After Parks was found guilty of violating state law, it was extended indefinitely, with the Montgomery Improvement Association (MIA) organizing its own community transportation network to sustain it. During this time, Parks and other boycott leaders faced harassment, ostracization, and various legal obstacles. The boycott lasted for 381 days, finally concluding after segregation on Montgomery buses was deemed unconstitutional in the court case Browder v. Gayle.","Rosa Parks, 1913 births, 2005 deaths, 20th-century African-American people, 20th-century African-American women, 21st-century African-American people, 21st-century African-American women, Activists for African-American civil rights, Activists from Detroit, Activists from Montgomery, Alabama","1913, 2005, 1943, 1943, 1945","Early life, Early activism, Arrest and bus boycott, Montgomery buses: law and prevailing customs, Refusal to move","Born: Rosa Louise McCauley(1913-02-04)February 4, 1913Tuskegee, Alabama, U.S. | Died: October 24, 2005(2005-10-24) (aged 92)Detroit, Michigan, U.S. | Resting place: Woodlawn Cemetery, Detroit | Education: Alabama State Teachers College for Negroes (now Alabama State University) | Occupation: Civil rights activist | Known for: Montgomery bus boycott | Movement: Civil Rights Movement | Spouse(s): Raymond Parks(m. 1932; died 1977)",2025-06-22 19:29:40
Wikipedia,https://en.wikipedia.org/wiki/Little_Rock_Nine,Little Rock Nine,Little Rock Nine,"NAACP member Little Rock Nine State of Arkansas The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by the Little Rock Crisis, in which the students were initially prevented from entering the racially segregated school by Orval Faubus, the Governor of Arkansas. They then attended after the intervention of President Dwight D. Eisenhower.","Little Rock Nine, African-American history in Little Rock, Arkansas, Civil rights movement, Congressional Gold Medal recipients, History of Little Rock, Arkansas, History of racism in Arkansas, Little Rock Central High School, NAACP, Nonets, Presidency of Dwight D. Eisenhower",1957,"Background, The Blossom Plan, Governor's opposition, Integration of Central High School, National Guard blockade","Location: Little Rock Central High School in Little Rock, Arkansas | Caused by: Failure to comply with Brown v. Board of Education (1954) barring racial segregation in public schools | Resulted in: Cooper v. Aaron (1958)",2025-06-22 19:29:42
Wikipedia,https://en.wikipedia.org/wiki/Freedom_Riders_(film),Freedom Riders (film),Freedom Riders,"Freedom Riders is a 2010 American historical documentary film, produced by Firelight Media for the twenty-third season of American Experience on PBS. The film is based in part on the book Freedom Riders: 1961 and the Struggle for Racial Justice by historian Raymond Arsenault. Directed by Stanley Nelson, it marked the 50th anniversary of the first Freedom Ride in May 1961 and first aired on May 16, 2011. It was funded in part by the National Endowment for the Humanities. The film was also featured on The Oprah Winfrey Show program titled, Freedom Riders: 50th Anniversary. Nelson was helped in the making of the documentary by Arsenault and Derek Catsam, an associate professor at the University of Texas of the Permian Basin. In 2020, the film was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"", making it the seventh film designated in its first year of eligibility, the first in the 2010s, and the most recently released film to be selected until 2011's Pariah was inducted in 2022. The film chronicles the story behind hundreds of civil rights activists called Freedom Riders that challenged racial segregation in American interstate transportation during the Civil Rights Movement. The activists traveled together in small interracial groups and sat wherever they chose on buses and trains to compel equal access to terminal restaurants and waiting rooms. They brought the ongoing practice of racial segregation in the southern United States to national attention. Freedom Riders has received generally positive reviews from television critics and parents of young children. Michael Sragow of The Baltimore Sun wrote, ""One of the great social epics of our time."" In 2020, the film was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"". It was the first film in ","2010 films, 2010 documentary films, 2010s American films, 2010s English-language films, American documentary films, American Experience, Documentaries about racism, Documentary films about the civil rights movement, Films based on non-fiction books, Films directed by Stanley Nelson Jr.","2010, 1961, 1961, 2011, 2020","Summary, Reception and legacy, Awards, See also, Further reading","Directed by: Stanley Nelson Jr. | Written by: Stanley Nelson Jr. | Produced by: Stanley Nelson Jr.
Laurens Grant | Productioncompany: Firelight Media | Distributed by: International Film Circuit | Release date: February 2010 (2010-02) (Santa Barbara) | Running time: 120 minutes | Country: United States",2025-06-22 19:29:46
Wikipedia,https://en.wikipedia.org/wiki/Black_Twitter,Black Twitter,Black Twitter,"Black Twitter is an internet community largely consisting of the Black diaspora of users in the United States and other nations on Twitter (officially X), focused on issues of interest to the black community. Feminista Jones described it in Salon as ""a collective of active, primarily African-American Twitter users who have created a virtual community proving adept at bringing about a wide range of sociopolitical changes."" A similar Black Twitter community arose in South Africa in the early 2010s. According to a 2013 report by the Pew Research Center, 28 percent of African Americans who had used the Internet also used X (then referred to as Twitter), compared to 20 percent of online white, non-Hispanic Americans. By 2018, this gap had shrunk, with 26 percent of all African American adults using Twitter, compared to 24 percent of white adults and 20 percent of Hispanic adults. In addition, in 2013, 11 percent of African-American Twitter users said they used Twitter at least once a day, compared to 3 percent of white users. BlackTwitter.com was launched as a news aggregator reflective of black culture in 2020.[citation needed] User and social media researcher André Brock dates the first published comments on Black Twitter usage to a 2008 piece by blogger Anil Dash, and a 2009 article by Chris Wilson in The Root describing the viral success of Twitter memes such as #YouKnowYoureBlackWhen and #YouKnowYoureFromQueens that were primarily aimed at Black Twitter users. Brock cites the first reference to a Black Twitter community—as ""Late Night Black People Twitter"" and ""Black People Twitter""—in the November 2009 article ""What Were Black People Talking About on Twitter Last Night?"" by Choire Sicha, co-founder of current-affairs website The Awl. Sicha described it as ""huge, organic and … seemingly seriously nocturnal""—in fact, active around the clock. Kyra Gaunt, an early adopter who participated in Black Twitter, who also became a social media researcher, shared reactions to ","Black Twitter, African-American culture, Social networks, Culture of South Africa, Twitter","2013, 2018, 2013, 2020, 2008","User base, Reciprocity and community, Signifyin', Black Twitter humor, Black Twitter and image repair",,2025-06-22 19:29:48
Wikipedia,https://en.wikipedia.org/wiki/Afrofuturism,Afrofuturism,Afrofuturism movement,"Afrofuturism is a cultural aesthetic, philosophy of science, and history that explores the intersection of the African diaspora culture with science and technology. It addresses themes and concerns of the African diaspora through technoculture and speculative fiction, encompassing a range of media and artists with a shared interest in envisioning black futures that stem from Afro-diasporic experiences. While Afrofuturism is most commonly associated with science fiction, it can also encompass other speculative genres such as Afro-fantasy, fantasy, alternate history and magic realism, and can also be found in music. The term was coined by American cultural critic Mark Dery in 1993 and explored in the late 1990s through conversations led by Alondra Nelson. Ytasha L. Womack, writer of Afrofuturism: The World of Black Sci-Fi and Fantasy Culture, defines it as ""an intersection of imagination, technology, the future and liberation"". She also follows up with a quote by the curator Ingrid LaFleur, who defines it as ""a way of imagining possible futures through a black cultural lens"". Kathy Brown paraphrases Bennett Capers' 2019 work in stating that Afrofuturism is about ""forward thinking as well as backward thinking, while having a distressing past, a distressing present, but still looking forward to thriving in the future"". Others have said that the genre is ""fluid and malleable"", bringing together technology, African culture, and ""other influences"". Seminal Afrofuturistic works include the novels of Samuel R. Delany and Octavia Butler; the canvases of Jean-Michel Basquiat and Angelbert Metoyer, and the photography of Renée Cox; the cosmic avant-garde jazz of Sun Ra and his Arkestra; the explicitly extraterrestrial mythos of Parliament-Funkadelic; Earth, Wind and Fire with their overt Afrocentric symbolism, bold performance attire and hopeful visions of Black sovereignty; Herbie Hancock's partnership with Robert Springett and other visual artists, while developing his use of","Afrofuturism, 1993 neologisms, Art movements, African-American culture, Science fiction genres, Futurism by region, African diaspora literature","1993, 2019","History, Mid- to late 20th-century development in music, Cultural criticism in the 1990s, 21st century, Literature and comics",,2025-06-22 19:29:50
Wikipedia,https://en.wikipedia.org/wiki/Black_Panther_Party,Black Panther Party,Black Panther cultural impact,"The Black Panther Party (originally the Black Panther Party for Self-Defense) was a Marxist–Leninist and black power political organization founded by college students Bobby Seale and Huey P. Newton in October 1966 in Oakland, California. The party was active in the United States between 1966 and 1982, with chapters in many major American cities, including San Francisco, New York City, Chicago, Los Angeles, Seattle, and Philadelphia. They were also active in many prisons and had international chapters in the United Kingdom and Algeria. Upon its inception, the party's core practice was its open carry patrols (""copwatching"") designed to challenge the excessive force and misconduct of the Oakland Police Department. From 1969 onward, the party created social programs, including the Free Breakfast for Children Programs, education programs, and community health clinics. The Black Panther Party advocated for class struggle, claiming to represent the proletarian vanguard. In 1969, J. Edgar Hoover, the director of the Federal Bureau of Investigation (FBI), described the party as ""the greatest threat to the internal security of the country."" The FBI sabotaged the party with an illegal and covert counterintelligence program (COINTELPRO) of surveillance, infiltration, perjury, and police harassment, all designed to undermine and criminalize the party. The FBI was involved in the 1969 assassinations of Fred Hampton and Mark Clark, who were killed in a raid by the Chicago Police Department. Black Panther Party members were involved in many fatal firefights with police. Huey Newton allegedly killed officer John Frey in 1967, and Eldridge Cleaver (Minister of Information) led an ambush in 1968 of Oakland police officers, in which two officers were wounded and Panther treasurer Bobby Hutton was killed. The party suffered many internal conflicts, resulting in the murder of Alex Rackley. Government persecution initially contributed to the party's growth among African Americans and the","Black Panther Party, 1966 establishments in California, 1982 disestablishments in the United States, African and Black nationalism in the United States, African-American history in Oakland, California, African-American-related controversies, Anti-capitalist political parties, Anti-fascist organizations in the United States, Anti-imperialist organizations, Anti-racism in the United States","1966, 1966, 1982, 1969, 1969","History, Origins, Founding, Late 1966 to early 1967, Late 1967 to early 1968","Abbreviation: BPP | Leader: Huey P. Newton | Founded: 1966; 59 years ago (1966) | Dissolved: 1982; 43 years ago (1982) | Headquarters: Oakland, California, U.S. | Newspaper: The Black Panther | Membership: c. 5,000 (1969)[1] | Ideology: Black nationalism (early)
Revolutionary nationalism[2][3][4]
Black Power[5]
Marxism–Leninism[6]
Maoism[7][8]
Revolutionary socialism[9][10]
Gun rights
Womanism
Anti-imperialism
Intercommunalism (later)[11][12]",2025-06-22 19:29:53
Wikipedia,https://en.wikipedia.org/wiki/African-American_literature,African-American literature,African American literature,"African American literature is the body of literature produced in the United States by writers of African descent. Phillis Wheatley was an enslaved African woman who became the first African American to publish a book of poetry, which was published in 1773. Her collection, was titled Poems on Various Subjects, Religious and Moral. Olaudah Equiano (c. 1745–1797) was an African man who wrote The Interesting Narrative of the Life of Olaudah Equiano, an autobiography published in 1789 that became one of the first influential works about the transatlantic slave trade and the experiences of enslaved Africans. His work was published sixteen years after Phillis Wheatley's work (c. 1753–1784). Other prominent writers of the 18th century that helped shape the tone and direction of African American literature were David Walker (1796–1830), an abolitionist and writer best known for his Appeal to the Coloured Citizens of the World (1829); Frederick Douglass, who was a former enslaved person who became a prominent abolitionist, orator, and writer famous for his autobiographies, including Narrative of the Life of Frederick Douglass, an American Slave (1845); and Harriet Jacobs, an enslaved woman who wrote Incidents in the Life of a Slave Girl (1861). Like most writers, African American writers draw on their every day lived experiences for inspiration on material to write about, therefore African American literature was dominated by autobiographical spiritual narratives throughout much of the 19th century. The genre known as slave narratives in the 19th century were accounts by people who had generally escaped from slavery, about their journeys to freedom and ways they claimed their lives. The Harlem Renaissance of the 1920s was a great period of flowering in literature and the arts, influenced both by writers who came North in the Great Migration and those who were immigrants from Jamaica and other Caribbean islands. African American writers have been recognized by the highest awa","African-American literature, African-American culture, African-American mass media, American literature by ethnic background","1773, 1745, 1797, 1789, 1753","Characteristics and themes, History, Early African American literature, Slave narratives, Frederick Douglass",,2025-06-22 19:29:55
