source,url,title,search_term,content,categories,key_dates,sections,infobox,content_length,date_scraped
Wikipedia,https://en.wikipedia.org/wiki/History_of_Tanzania,History of Tanzania,Julius Nyerere Tanzania,"The modern-day African Great Lakes state of Tanzania dates formally from 1964, when it was formed out of the union of the much larger mainland territory of Tanganyika and the coastal archipelago of Zanzibar. The former was a colony and part of German East Africa from the 1880s to 1919 when, under the League of Nations, it became a British mandate. It served as a British mir II]], providing financial help, munitions, and soldiers. In 1947, Tanganyika became a United Nations Trust Territory under British administration, a status it kept until its independence in 1961. The island of Zanzibar thrived as a trading hub, successively controlled by the Portuguese, the Sultanate of Oman, and then as a British protectorate by the end of the nineteenth century. Julius Nyerere, independence leader and ""baba wa taifa"" (father of the nation) for Tanganyika, ruled the country for decades, while Abeid Amaan Karume, governed Zanzibar as its president and Vice President of the United Republic of Tanzania. Following Nyerere's retirement in 1985, various political and economic reforms began. He was succeeded in office by President Ali Hassan Mwinyi. Tanzania is home to some of the oldest hominid settlements unearthed by archaeologists. Prehistoric stone tools and fossils have been found in and around Olduvai Gorge in northern Tanzania, an area often referred to as ""The Cradle of Mankind"". Acheulian stone tools were discovered there in 1931 by Louis Leakey, after he had correctly identified the rocks brought back by Hans Reck to Germany from his 1913 Olduvai expedition as stone tools. The same year, Louis Leakey found older, more primitive stone tools in Olduvai Gorge. These were the first examples of the oldest human technology ever discovered in Africa, and were subsequently known throughout the world as Oldowan after Olduvai Gorge. The first hominid skull in Olduvai Gorge was discovered by Mary Leakey in 1959, and named Zinj or Nutcracker Man, the first example of Paranthropus boisei, and is thought to be more than 1.8 million years old. Other finds including Homo habilis fossils were subsequently made. At nearby Laetoli the oldest known hominid footprints, the Laetoli footprints, were discovered by Mary Leakey in 1978, and estimated to be approximately 3.6 million years old and probably made by Australopithecus afarensis. The oldest hominid fossils ever discovered in Tanzania also come from Laetoli and are the 3.6 to 3.8 million year old remains of Australopithecus afarens",History of Tanzania | History of East Africa by country,"1985, 1931, 1919, 1959, 1961, 1978, 1935, 1947, 1964, 1913",Prehistory | Early Stone Age | Middle Stone Age | Later Stone Age and Pastoral Neolithic | Iron Age | Early coastal history | Tanganyika (1850–1890) | German East Africa,,2799,2025-06-22 19:39:50
Wikipedia,https://en.wikipedia.org/wiki/Juneteenth,Juneteenth,Juneteenth celebration,"Juneteenth, officially Juneteenth National Independence Day, is a federal holiday in the United States. It is celebrated annually on June 19 to commemorate the end of slavery in the United States. The holiday's name, first used in the 1890s, is a combination of the words June and nineteenth, referring to June 19, 1865, the day when Major General Gordon Granger ordered the final enforcement of the Emancipation Proclamation in Texas at the end of the American Civil War. In the Civil War period, slavery came to an end in various areas of the United States at different times. Many enslaved Southerners escaped, demanded wages, stopped work, or took up arms against the Confederacy of slave states. In January 1865, Congress proposed the Thirteenth Amendment to the United States Constitution for the national abolition of slavery. By June 1865, almost all of the enslaved population had been freed by the victorious Union Army or by state abolition laws. When the national abolition amendment was ratified in December, the remaining enslaved people in Delaware and in Kentucky were freed. Early Juneteenth celebrations date back to 1866, at first involving church-centered community gatherings in Texas. They spread across the South among newly freed African-Americans and their descendants and became more commercialized in the 1920s and 1930s, often centering on a food festival. Participants in the Great Migration brought these celebrations to the rest of the country. During the Civil Rights Movement of the 1960s, Juneteenth celebrations were eclipsed by the nonviolent determination to achieve civil rights, but they grew in popularity again in the 1970s, with a focus on African-American freedom and African-American arts. Beginning with Texas by proclamation in 1938, and by legislation in 1979, every U.S. state and the District of Columbia has formally recognized the holiday in some way. Juneteenth is also celebrated by the Mascogos, descendants of Black Seminoles who escaped from slavery in 1852 and settled in Coahuila, Mexico. The day was recognized as a federal holiday in 2021, when the 117th U.S. Congress enacted and President Joe Biden signed the Juneteenth National Independence Day Act into law. Juneteenth became the first new federal holiday since Martin Luther King Jr. Day was adopted in 1983.",Juneteenth | 1866 establishments in Texas | Abolitionism in the United States | African-American culture | African-American events | African-American festivals | African-American history of Texas | African-American history between emancipation and the civil rights movement,"1865, 1983, 1979, 1852, 1866, 1938, 2021",Celebrations and traditions | History | Early history | Revival of celebrations | The Juneteenth Flag | Legal observance | State and local holiday | Federal holiday,"Official name: Juneteenth National Independence Day | Also called: Jubilee Day[1]
Emancipation Day (Texas)[2][3]
Freedom Day
Black Independence Day[4] | Observed by: United States and parts of Northern Mexico | Type: Federal | Significance: Emancipation of enslaved people in the United States | Celebrations: Festivals, parties, parades, church services",2324,2025-06-22 19:41:49
Wikipedia,https://en.wikipedia.org/wiki/Juneteenth_flag,Juneteenth flag,Juneteenth celebration,"The Juneteenth flag is a symbol for the Juneteenth holiday in the United States. The first version was created in 1997 by activist Ben Haith and that early version was displayed in 1997. The present version was first flown in 2000. The colors and symbols on the flag are representative of freedom and the end of slavery. The date on the flag represents that of General Order No. 3 issued in Galveston, Texas on June 19, 1865. Beginning in 2020, many states began recognizing Juneteenth by flying the flag over their state capitol buildings, especially after Juneteenth was declared a federal holiday by President Joe Biden the following year. The Juneteenth flag was designed in 1997 by activist Ben Haith (also known as ""Boston Ben""). Haith displayed the first version of the Juneteenth flag in June 1997 at Boston's John Eliot Square District. It was described by Patricia Smith of the Boston Globe as, ""A banner adorned with sunbursts and flaming candles"". A revised design was copyrighted by Haith in 2000. Haith also founded the National Juneteenth Celebration Foundation (NJCF). Lisa Jeanne Graf reports that as an illustrator she fine-tuned the design for the NJCF. The flag uses the colors red, white and blue of the American flag. Featured prominently in the center of the flag is a bursting star. Running through the center of the flag horizontally, is an arc that is meant to symbolize the new horizon of opportunity for black people. According to the president of the National Juneteenth Observance Foundation Steve Williams, the star is a ""Bursting star of freedom."" Williams also states that the arch representing the horizon shows blue above and the red color below is symbolic of the ground soaked with blood; the blood which was shed of the Black Americans enslaved by the United States. The red, white, and blue colors were meant to convey the message that all enslaved people in the United States -- as well as their descendants -- are American. In 2007, the date ""June 19, 1865"" was added. The five-pointed star refers both to Texas (nicknamed the ""Lone Star state"") and to the ""freedom of African Americans in all 50 states"". Surrounding it is a 12-ray nova (or ""new star"") representing a new beginning for all.",Juneteenth | Flags of the United States | Flags introduced in 1997 | African-American flags,"1865, 2000, 1997, 2020, 2007",Design | Symbolism | History | See also | References | External links,"Use: Commemorating the Juneteenth holiday | Proportion: 2:3 | Adopted: Designed 1997
Revised 2000
Adopted 2000
Date added 2007 | Design: Upper half is blue and lower half is red. Colors are divided by a horizontal arch. In the center is a white star which is outlined. | Designed by: Original designer Ben Haith
Revised by Lisa Jeanne Graf",2232,2025-06-22 19:41:49
Wikipedia,https://en.wikipedia.org/wiki/Juneteenth_in_Oregon,Juneteenth in Oregon,Juneteenth celebration,"Juneteenth, a celebration of emancipation from slavery, was introduced to Oregon in 1945 by Kaiser Shipyard worker Clara Peoples, was recognized by the city of Portland in 1972, statewide in 2013, and federally in 2021. Peoples helped make Juneteenth recognized by the City of Portland in 1972. Mayor Sam Adams and Amanda Fritz declared Peoples the ""Mother of Juneteenth"" in 2011. Juneteenth became an observed holiday for the City of Portland and Multnomah County employees in 2020, as part of a resolution to address structural racism. Peoples and first Black Oregonian Senator Avel Gordly led an effort to make Juneteenth a statewide holiday in 2001. The resolution passed. Multnomah County first recognized Juneteenth in 2018, sponsored by County Commissioner Loretta Smith. That event celebrated and heard from Senator Gordly. Clara Peoples (Née Clara Mae Walker) was born in Muskogee, Oklahoma on 8 September 1926. She moved to Vanport, Oregon in 1945, working for Kaiser Shipyards during the World War 2 shipbuilding efforts, where she started a Juneteenth event in 1945. Her family was flooded and displaced in the 1948 Vanport floods. Moving to 1406 NE Ainsworth with her husband Haley Peoples Sr. in the redlined area of Northeast Portland, she then organized efforts to feed people, which turned into the Community Care Association in 1969. By the following year the association was operating out of 2022 NE Alberta Street, rent-free from the anonymous building owner. The Alberta Street location was previously the Red and White store, seen in a 1931 photo, and was later the Don Pancho Taqueria and Market from 2000 to 2016.",African-American history of Oregon | Juneteenth,"1972, 2011, 2018, 1945, 1926, 2001, 2020, 2021, 2013",Timeline | Clara Peoples | References,,1637,2025-06-22 19:41:50
Wikipedia,https://en.wikipedia.org/wiki/Ben_Haith,Ben Haith,Juneteenth celebration,"Hassie Benjamin Haith Jr. (born 1942), also known as Boston Ben, is an American activist, social worker, and designer of the Juneteenth flag. Haith has been active in anti-crime groups since the 1980s. He is also the founder of the National Juneteenth Celebration Foundation. Haith is a grass roots community activist who publicly identifies and critiques racial disparity. He is active in anti-crime activities and he has been critical of law enforcement. Throughout his life he has advocated for investigations of the police. In 1983, when he was 40 years old, he ran for public office for the first time. Haith ran for the District 7 city council seat, which represented a predominantly African American section of Boston. He described himself as a community activist who also owned an advertising agency with his wife. He ran his campaign out of a tent near Dudley Station Historic District. In 1986, he advocated for black areas of Boston to secede from the city. In 2008 Haith and others camped out in the empty apartments located in the Lenox Street projects and Orchard Park in Roxbury. The goal of the action was to end the ""Stop Snitching"" culture by getting neighbors to ""drop a dime"" when they saw illegal activity.",1942 births | Living people | African-American founders | American founders | Activists from Boston | Flag designers | African-American activists | Anti-LGBTQ activists,"1983, 2008, 1986, 1942",Career | Activism | Juneteenth | References | External links,Born: Hassie Benjamin Haith Jr.1942 (age 82–83)Connecticut | Known for: Juneteenth flag,1227,2025-06-22 19:41:51
Wikipedia,"https://en.wikipedia.org/wiki/Scotland,_Montgomery_County,_Maryland","Scotland, Montgomery County, Maryland",Juneteenth celebration,"Scotland is a predominantly African American community in Montgomery County, Maryland, United States, located along Seven Locks Road. Consisting of 100 townhomes, Scotland community's roots date back to the late 19th century, when former slaves bought land in Potomac. Beginning in the late 1870s and through the 1880s, former slaves began to take ownership of what would become the Scotland property. Two principal early families were the Masons and Doves, with descendants still living in the community. This was one of about 40 communities former slaves formed in Montgomery County. Today, these historic African American enclaves include Lincoln Park in Rockville, Ken-Gar in Kensington, Tobytown in Potomac, Stewartown and Emory Grove in Gaithersburg, and Lyttonsville in Silver Spring. Known as ""Snakes Den"" until the 1920s, Scotland's approximately 50 families provided a pool of inexpensive labor for nearby farmers. With declining agriculture, many of the men of the community were laborers, drivers, trash collectors and golf caddies for wealthy whites, while women such as Geneva Mason were seamstresses, cooks, maids and baby sitters for white families in the area. In 1927, the community was strengthened with the addition of a Rosenwald School. The community continued to suffer due to segregation and discrimination even as surrounding areas began a transition from farming communities into housing and other developments. While surrounding (almost entirely) white communities were built, Scotland remained without water, electricity, and had unpaved roads into the 1960s. In the mid-1960s, community efforts led to a 100 townhouse (75 rented, 25 privately owned) development and the institution of community self-governance which continues to this date. In 2014, the community center was renovated and in 2018 the 75 rental properties underwent a major renovation and upgrade.","African-American history of Montgomery County, Maryland | Unincorporated communities in Montgomery County, Maryland","1927, 2014, 2018",Background | Save Our Scotland | Not just about housing stock | Plans to Prosper You exhibit | Renaming streets for Scotland community leaders | 2023 Juneteenth Celebration | Second Century Project | References,,1892,2025-06-22 19:41:51
Wikipedia,https://en.wikipedia.org/wiki/Kendrick_Lamar,Kendrick Lamar,Kendrick Lamar,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Born in Compton, California, Lamar began releasing music under the stage name K.Dot while attending high school. He signed with Top Dawg Entertainment (TDE) in 2005 and co-founded the hip hop supergroup Black Hippy there. Following the 2011 release of his alternative rap debut album Section.80, Lamar secured a joint contract with Dr. Dre's Aftermath Entertainment and Interscope Records. He rose to prominence with his gangsta rap-influenced second album Good Kid, M.A.A.D City (2012), which became the longest-charting hip hop studio album in Billboard 200 history; Rolling Stone named it the greatest concept album of all time. In 2015, Lamar scored his first Billboard Hot 100 number-one single, after featuring on the remix of Taylor Swift's ""Bad Blood"", and released his third album, To Pimp a Butterfly (2015), which infused hip-hop with historical African-American music genres such as jazz, funk, and soul, and became his first of six consecutive number-one albums on the Billboard 200. Lamar's critical and commercial success continued with his R&B and pop-leaning fourth album Damn (2017), yielding his second US number one single, ""Humble"". He curated original songs for the soundtrack of the 2018 film Black Panther, earning a nomination for the Academy Award for Best Original Song for the US top ten single ""All the Stars"". His fifth album Mr. Morale & the Big Steppers (2022), delved into introspection and concluded his tenure with TDE and Aftermath. His 2024 feud with Drake and sixth album GNX (2024) spawned the US number-ones ""Like That"", ""Not Like Us"", ""Squabble Up"" and ""Luther"" with the second winning a joint-record five Grammy Awards, including Song of the Year and Record of the Year, and the lattermost becoming Lamar's longest-charting number one song on the Billboard Hot 100, spending 13 weeks on top of the chart. Lamar has received various accolades, including 22 Grammy Awards (the third-most won by a rapper), a Primetime Emmy Award, a Brit Award, 5 American Music Awards, 7 Billboard Music Awards, 11 MTV Video Music Awards (including 2 Video of the Year wins), and a record 37 BET Hip Hop Awards. Time listed him as one of the 100 most influential people in t",Kendrick Lamar | 1987 births | Living people | 21st-century African-American male singers | 21st-century American male singers | 21st-century American rappers | 21st-century American singer-songwriters | 21st-century American philanthropists,"1987, 2011, 2018, 2005, 2017, 2022, 2015, 2012","Early life | Career | 2003–2008: Beginnings | 2009–2011: Overly Dedicated and Section.80 | 2012–2013: Good Kid, M.A.A.D City | 2014–2016: To Pimp a Butterfly and Untitled Unmastered | 2017–2019: Damn and Black Panther: The Album | 2020–2023: Mr. Morale & the Big Steppers","Born: Kendrick Lamar Duckworth (1987-06-17) June 17, 1987 (age 38)Compton, California, U.S. | Other names: K.Dot | Occupations: Rapper
songwriter
record producer | Years active: 2003–present | Organization: PGLang | Works: Albums[a]
singles
songs
videos
performances",2864,2025-06-22 19:36:42
Wikipedia,https://en.wikipedia.org/wiki/Drake–Kendrick_Lamar_feud,Drake–Kendrick Lamar feud,Kendrick Lamar,"The Canadian rapper Drake and the American rapper Kendrick Lamar have been involved in a rap feud since 2013, when Drake responded to Lamar's verse on the Big Sean song ""Control"". It escalated in 2024 with Lamar's lyrics in the song ""Like That"". The two began on favorable terms in 2011. On August 14, 2013, Lamar dissed Drake, among many rappers, on ""Control"", but claimed his verse was ""friendly competition"". Over the next decade, the two denied speculation that they had dissed each other on various songs. In 2023, on rapper J. Cole and Drake's song ""First Person Shooter"", Cole claimed that he, Drake, and Lamar were the ""big three"" of modern hip-hop; on ""Like That"" in March 2024, Lamar rejected the notion of a big three, saying the top spot in hip hop was ""just big me"". In April 2024, Cole responded by dissing Lamar on ""7 Minute Drill"", then Drake dissed Lamar with ""Push Ups"" and ""Taylor Made Freestyle"". On April 30, Lamar responded to Drake in ""Euphoria"" and, on May 3, in ""6:16 in LA"". Later on May 3, Drake released ""Family Matters"", accusing Lamar of domestic abuse and claiming that Lamar's collaborator, music producer Dave Free, biologically fathered Lamar's son. Twenty minutes later, Lamar released ""Meet the Grahams"", accusing Drake of sexual predation (including sex trafficking), lying about Lamar's family, and having fathered a second secret child; rapper Pusha T had previously revealed in a 2018 track that Drake secretly had a son named Adonis. On May 4, on ""Not Like Us"", Lamar accused Drake of pedophilia. On May 5, Drake released ""The Heart Part 6"", which denied Lamar's accusations and claimed Drake's team fed Lamar false information about a second child. In January 2025, Drake filed a petition against and then sued Universal Music Group (UMG)—his and Lamar's record label— in the Southern District Court of New York, for releasing ""Not Like Us"", alleging that the song was defamatory and that it was promoted by UMG with illegal tactics. In 2025, Drake reflected on the feud on ""Fighting Irish Freestyle""; and Lamar won five Grammy Awards for ""Not Like Us"" (including Song of the Year), performing it and ""Euphoria"" at Super Bowl LIX.",2024 in American music | Hip-hop feuds | Drake (musician) | Kendrick Lamar | 2024 in Internet culture | Drake–Kendrick Lamar feud | 2024 controversies in the United States | African-American-related controversies,"2011, 2018, 2023, 2024, 2025, 2013","History | 2011–12: Initial collaboration and favorable relationship | 2013–14: ""Control"", ""The Language"", and first indirect confrontation | 2015–2022: Sneak disses | 2023–24: Direct confrontation | 2024–present: Aftermath of direct confrontation | Commentary | Celebrity and media reactions","Date: September 23, 2013[1][2][note 1] – present(11 years, 8 months, 4 weeks and 1 day)2024 escalation:March 22, 2024[1][2] – July 4, 2024[note 2](104 days) | Medium: Diss tracks | Status: Ongoing2024 escalation: Lamar victory,[note 3] see verdict.",2172,2025-06-22 19:36:43
Wikipedia,https://en.wikipedia.org/wiki/Kendrick_Lamar_albums_discography,Kendrick Lamar albums discography,Kendrick Lamar,"American rapper Kendrick Lamar has released seven studio albums, one compilation album, one extended play (EP), one soundtrack album, and five mixtapes. He had sold more than 17.9 million album-equivalent units worldwide as of June 2018. In the United States, he has earned five number-one albums on the Billboard 200 chart and achieved 7.5 million certified album units by the Recording Industry Association of America (RIAA). Lamar began his recording career under the stage name K.Dot. His first mixtape, Youngest Head Nigga in Charge (Hub City Threat: Minor of the Year), was released, while he was in high school. He signed a recording contract with Top Dawg Entertainment in 2005, and his subsequent mixtapes were Training Day (2005), No Sleep 'Til NYC (with Jay Rock; 2007), and C4 (2009). After retiring his stage name with Kendrick Lamar (2009), he scored his first entry on the Billboard charts with his fifth mixtape, Overly Dedicated (2010), which reached number 72 on the Top R&B/Hip-Hop Albums chart. Lamar's first studio album, Section.80 (2011), peaked at number 113 on the Billboard 200. He achieved popularity with his second studio album, Good Kid, M.A.A.D City (2012), which was released under a joint recording contract with Aftermath Entertainment and Interscope Records. Good Kid, M.A.A.D City has spent more weeks on the Billboard 200 chart than any hip-hop studio album in history, having tallied 550 weeks by May 2023. His third studio album, To Pimp a Butterfly (2015), marked his first number-one album on the Billboard 200 and on charts in Australia, Canada, New Zealand, and the United Kingdom. His compilation album, Untitled Unmastered (2016), topped the Billboard 200. Lamar's fourth studio album, Damn (2017), was the Billboard year-end number-one album of 2017 and the seventh-best-selling album worldwide of the year. He curated and executive-produced Black Panther: The Album (2018), which broke the record for the most streams in a single week for a soundtrack album. His fifth studio album, Mr. Morale & the Big Steppers (2022), marked the conclusion of his tenure with TDE and Aftermath. A chart-topper in over ten countries, it was the first hip hop album of 2022 to accumulate over one billion streams on Spotify. He surprise-released his sixth studio album, GNX (2024), after which succeeded following his ongoing beef with Canadian rapper Drake.",Kendrick Lamar | Hip-hop discographies | Discographies of American artists,"2010, 2011, 2018, 2009, 2005, 2023, 2007, 2012",Studio albums | Compilation albums | Soundtrack albums | EPs | Mixtapes | Unreleased albums | See also | Notes,Studio albums: 6 | EPs: 1 | Soundtrack albums: 1 | Compilation albums: 1 | Mixtapes: 5,2389,2025-06-22 19:36:44
Wikipedia,https://en.wikipedia.org/wiki/GNX_(album),GNX (album),Kendrick Lamar,"GNX is the sixth studio album by American rapper Kendrick Lamar. It was surprise released on November 22, 2024, through PGLang and Interscope Records. The album features guest appearances from SZA, Dody6, Lefty Gunplay, Wallie the Sensei, Siete7x, Roddy Ricch, AzChike, Hitta J3, YoungThreat, and Peysoh. Lamar produced the album primarily with Sounwave and Jack Antonoff; other producers include Mustard, Sean Momberger, and Kamasi Washington. Titled after the Buick Regal model and following his feud with Canadian musician Drake, GNX is Lamar's first album to be released after his departure from longtime labels Top Dawg Entertainment and Aftermath Entertainment. GNX was released to widespread universal acclaim: multiple critics hailed it as a successful reimagination of West Coast hip-hop and one of the best albums of 2024; a few otherwise thought that the album was not as groundbreaking or too polished. The album was Lamar's fifth number one on the US Billboard 200 chart. It also topped the charts in numerous countries, including Canada, Netherlands, Sweden, Australia, Denmark, and the UK; and top five in Poland, Nigeria, France, and Hungary. GNX was supported by four singles: the Billboard Hot 100 number ones ""Squabble Up"" and ""Luther"", the number two hit ""TV Off"", and ""Peekaboo"". Lamar and SZA performed live at the Super Bowl LIX halftime show and are currently embarking on the co-headlining Grand National Tour in 2025 to promote the album as well as SZA's Lana. At the American Music Awards of 2025, GNX was nominated for Album of the Year and Favorite Hip-Hop Album, losing out to Billie Eilish's Hit Me Hard and Soft and Eminem's The Death of Slim Shady (Coup de Grâce), respectively. Kendrick Lamar released his fifth studio album, Mr. Morale & the Big Steppers, on May 13, 2022, to critical and commercial success. After concluding The Big Steppers Tour in March 2024, Lamar shared on social media that he had purchased a vintage, limited-run 1987 Buick Grand National Experimental (GNX), a high-spec version of the same model that his father used to take him home from the hospital following his birth.",2024 albums | Albums produced by DJ Dahi | Albums produced by Jack Antonoff | Albums produced by Mustard (record producer) | Interscope Records albums | Kendrick Lamar albums | PGLang albums | Surprise albums,"2024, 2025, 1987, 2022",Background | Composition | Songs | Promotion and release | Critical reception | Year-end lists | Awards and nominations | Commercial performance,"Released: November 22, 2024 (2024-11-22) | Recorded: 2023–2024 | Studio: Conway Recording (Hollywood)
Electric Lady (New York City)
Glenwood Place Recording (Burbank)
Tamarind (Los Angeles)
Pen Station (Los Angeles)
Pleasure Hill (Portland)
Sunset Sound (Hollywood) | Genre: West Coast hip-hop | Length: 44:20",2132,2025-06-22 19:36:45
Wikipedia,https://en.wikipedia.org/wiki/Luther_(song),Luther (song),Kendrick Lamar,"""Luther"" is a song by American rapper Kendrick Lamar and American singer-songwriter SZA. Titled after the American R&B and soul singer Luther Vandross, the track contains a sample of Vandross and Cheryl Lynn's 1982 rendition of ""If This World Were Mine"", originally performed by Marvin Gaye and Tammi Terrell. ""Luther"" was released as the fourth single from Lamar's sixth studio album, GNX, on November 29, 2024, through PGLang and Interscope Records. ""Luther"" was written by Lamar, SZA, Ink, and Sam Dew; it was produced by Sounwave, Jack Antonoff, Ruchaun ""Scott Bridgeway"" Akers, Kamasi Washington, Matthew ""M-Tech"" Bernard and Roshwita ""roselilah"" Bacha. An R&B and hip-hop love ballad with influences of 1980s R&B and freestyle music, ""Luther"" features Lamar and SZA's vocal harmonies against 808 drums, hi-hats, and an orchestral arrangement. Its lyrics are about imagining a better future for one's loved ones. Music critics lauded ""Luther"" for the vocal chemistry between Lamar and SZA; many reviews highlighted it as a tender and heartfelt track compared to GNX's boastful other songs. The single has spent 13 consecutive weeks at number one on the US Billboard Hot 100 chart, making it Lamar and SZA's longest-charting number one song on the chart. It also peaked at number one in New Zealand, the Philippines, Singapore and South Africa; at number three on the Billboard Global 200 chart; and in the top 10 in many countries including in Australia, Canada, Portugal, and the UK. Lamar and SZA performed ""Luther"" live at the Super Bowl LIX halftime show on February 9, 2025. ""Luther"" is a love ballad that combines contemporary R&B and hip-hop with elements of 1980s R&B and freestyle music. The lyrics are about imagining a better future for one's beloveds. The track begins with classical guitar riffs and a vocal sample of Luther Vandross and Cheryl Lynn's 1982 rendition of ""If This World Were Mine"", originally performed by Marvin Gaye and Tammi Terrell. After the sample, Lamar delivers his first verse in a monotone, pauses with repeated ""fa""s, then continues his second verse, which is accentuated by double vocal tracking and an orchestral swell. The chorus features Lamar and SZA harmonizing together, with SZA's vocals being layered on top of Lamar's, against accentuations of 808 drums and hi-hats.",2024 singles | 2024 songs | 2020s ballads | Billboard Hot 100 number-one singles | Interscope Records singles | Kendrick Lamar songs | Number-one singles in New Zealand | Number-one singles in Singapore,"2024, 2025, 1982",Composition | Music video | Critical reception | Accolades | Commercial performance | Live performances | Credits and personnel | Charts,"Released: November 29, 2024 (2024-11-29) | Genre: R&B
hip-hop | Length: 2:57 | Label: PGLang
Interscope | Songwriter(s): Kendrick Duckworth
Solana Rowe
Atia Boggs
Samuel Dew",2320,2025-06-22 19:36:45
Wikipedia,https://en.wikipedia.org/wiki/Kingdom_of_Kush,Kingdom of Kush,Kingdom of Kush,"The Kingdom of Kush (/kʊʃ, kʌʃ/; Egyptian: 𓎡𓄿𓈙𓈉 kꜣš, Assyrian: Kûsi, in LXX Χους or Αἰθιοπία; Coptic: ⲉϭⲱϣ Ecōš; Hebrew: כּוּשׁ Kūš), also known as the Kushite Empire, or simply Kush, was an ancient kingdom in Nubia, centered along the Nile Valley in what is now northern Sudan and southern Egypt. The region of Nubia was an early cradle of civilization, producing several complex societies that engaged in trade and industry. The city-state of Kerma emerged as the dominant political force between 2450 and 1450 BC, controlling the Nile Valley between the first and fourth cataracts, an area as large as Egypt. The Egyptians were the first to identify Kerma as ""Kush"" probably from the indigenous ethnonym ""Kasu"", over the next several centuries the two civilizations engaged in intermittent warfare, trade, and cultural exchange. Much of Nubia came under Egyptian rule during the New Kingdom period (1550–1070 BC). Following Egypt's disintegration amid the Late Bronze Age collapse, the Kushites reestablished a kingdom in Napata (now modern Karima, Sudan). Though Kush had developed many cultural affinities with Egypt, such as the veneration of Amun, and the royal families of both kingdoms occasionally intermarried, Kushite culture, language and ethnicity was distinct; Egyptian art distinguished the people of Kush by their dress, appearance, and even method of transportation. In the 8th century BC, King Kashta (""the Kushite"") peacefully became King of Upper Egypt, while his daughter, Amenirdis, was appointed as Divine Adoratrice of Amun in Thebes. His successor Piye invaded Lower Egypt, establishing the Kushite-ruled Twenty-fifth Dynasty. Piye's daughter, Shepenupet II, was also appointed Divine Adoratrice of Amun. The monarchs of Kush ruled Egypt for over a century until the Assyrian conquest, being dethroned by the Assyrian kings Esarhaddon and Ashurbanipal in the mid-seventh century BC. Following the severing of ties with Egypt, the Kushite imperial capital was located at Meroë, during which time it was known by the Greeks as Aethiopia. The northernmost part of Nubia was occupied from the third century BC to the third century AD, first by the Ptolemaic Kingdom and then by the Roman Empire. At the end of this 600-year period, the territory, known in the Greco-Roman world as Dodekaschoinos, was taken back by the Kushite king Yesebokheamani. The Kingdom of Kush persisted as a major regional power until the fourth century AD, when it weakened and disintegrated amid worse",Kingdom of Kush | States and territories disestablished in the 4th century | States and territories established in the 11th century BC | 350s disestablishments | Roman client kingdoms | Former kingdoms | Former empires,"1450, 1070, 1550",Name | History | Prelude | Formation (c. 1070–754 BC) | Rule over Egypt (754 BC–656 BC) | Napatan period (656 BC–c. 270 BC) | Meroitic period (c. 270 BC–4th century AD) | Language and writing,Status: Independent (780 BC – 330 AD)Under Aksumite rule (330 AD – 350 AD) | Capital: KermaNapataMeroë | Common languages: MeroiticEgyptian[4]Blemmyan[5]Old Nubian | Religion: Kushite religion[6]Ancient Egyptian religion | Demonym(s): Kushite,3279,2025-06-22 19:35:23
